gene_biotype	gene_name	strand	chrom	gc_content	length
ENSG00000104805	protein_coding	NUCB1	+	19	61.0111191104712	23060
ENSG00000104808	protein_coding	DHDH	+	19	60.4578237692066	11270
ENSG00000104812	protein_coding	GYS1	-	19	58.0651836523539	25180
ENSG00000104814	protein_coding	MAP4K1	-	19	58.9331125436158	31241
ENSG00000104818	protein_coding	CGB2	+	19	63.758389261745	1348
ENSG00000104823	protein_coding	ECH1	-	19	57.7837461454292	16419
ENSG00000104824	protein_coding	HNRNPL	-	19	51.4830030246941	15977
ENSG00000104825	protein_coding	NFKBIB	+	19	62.8013029315961	9193
ENSG00000104826	protein_coding	LHB	-	19	64.990328820116	1111
ENSG00000104827	protein_coding	CGB3	-	19	65.5644241733181	1464
ENSG00000104833	protein_coding	TUBB4A	-	19	62.7894791994132	8529
ENSG00000104835	protein_coding	SARS2	-	19	61.405325443787	15497
ENSG00000104848	protein_coding	KCNA7	-	19	56.6610455311973	5302
ENSG00000104852	protein_coding	SNRNP70	+	19	62.1432346723044	23186
ENSG00000104853	protein_coding	CLPTM1	+	19	59.4928032899246	38756
ENSG00000104856	protein_coding	RELB	+	19	64.8961454996383	36749
ENSG00000104859	protein_coding	CLASRP	+	19	61.0037425608933	31911
ENSG00000104863	protein_coding	LIN7B	+	19	62.5109553023663	4136
ENSG00000104866	protein_coding	PPP1R37	+	19	63.9002605135839	56681
ENSG00000104870	protein_coding	FCGRT	+	19	61.6422947131609	19612
ENSG00000104872	protein_coding	PIH1D1	-	19	57.5849793293523	7199
ENSG00000104879	protein_coding	CKM	-	19	58.4190231362468	16462
ENSG00000104880	protein_coding	ARHGEF18	+	19	60.5253641055988	123548
ENSG00000104881	protein_coding	PPP1R13L	-	19	63.0652706616173	26711
ENSG00000104883	protein_coding	PEX11G	-	19	63.6162361623616	20574
ENSG00000104884	protein_coding	ERCC2	-	19	59.9191270599232	21081
ENSG00000104885	protein_coding	DOT1L	+	19	63.0480167014614	68645
ENSG00000104886	protein_coding	PLEKHJ1	-	19	62.1042016806723	7620
ENSG00000104888	protein_coding	SLC17A7	-	19	57.8782707622298	12959
ENSG00000104889	protein_coding	RNASEH2A	+	19	57.7003484320557	7056
ENSG00000104892	protein_coding	KLC3	+	19	64.9207576343255	18086
ENSG00000104894	protein_coding	CD37	+	19	59.1461124327031	8164
ENSG00000104897	protein_coding	SF3A2	+	19	63.3297644539615	11831
ENSG00000104899	protein_coding	AMH	+	19	72.2015388433854	2764
ENSG00000104901	protein_coding	DKKL1	+	19	61.3576397217558	13333
ENSG00000104903	protein_coding	LYL1	-	19	64.7328244274809	4128
ENSG00000104904	protein_coding	OAZ1	+	19	59.120842937109	3981
ENSG00000104907	protein_coding	TRMT1	-	19	60.3057010260995	12665
ENSG00000104915	protein_coding	STX10	-	19	61.8989019310867	6325
ENSG00000104918	protein_coding	RETN	+	19	62.9184549356223	1406
ENSG00000104921	protein_coding	FCER2	-	19	58.8007022082602	13388
ENSG00000104936	protein_coding	DMPK	-	19	62.5507128781732	12843
ENSG00000104938	protein_coding	CLEC4M	+	19	53.1506399737447	6395
ENSG00000104941	protein_coding	RSPH6A	-	19	61.7325742421911	19595
ENSG00000104946	protein_coding	TBC1D17	+	19	61.5613901572806	11325
ENSG00000104951	protein_coding	IL4I1	-	19	60.673665791776	39885
ENSG00000104953	protein_coding	TLE6	+	19	60.2910413824466	17641
ENSG00000104957	protein_coding	CCDC130	+	19	60.7379670801155	31536
ENSG00000104960	protein_coding	PTOV1	+	19	63.6331144171916	10009
ENSG00000104964	protein_coding	TLE5	-	19	60.2297355873429	10197
ENSG00000104967	protein_coding	NOVA2	-	19	57.7583286278938	40310
ENSG00000104969	protein_coding	SGTA	-	19	60.7269874476987	28647
ENSG00000104970	transcribed_unprocessed_pseudogene	KIR3DX1	+	19	51.0147979177634	13079
ENSG00000104972	protein_coding	LILRB1	+	19	57.5679875679876	20864
ENSG00000104973	protein_coding	MED25	+	19	60.4091199659067	22101
ENSG00000104974	protein_coding	LILRA1	+	19	52.8421747380579	8799
ENSG00000104976	protein_coding	SNAPC2	+	19	63.8277138959267	2912
ENSG00000104979	protein_coding	C19orf53	+	19	57.908611599297	4317
ENSG00000104980	protein_coding	TIMM44	-	19	59.3009974872459	16949
ENSG00000104983	protein_coding	CCDC61	+	19	63.4432960498372	25857
ENSG00000104998	protein_coding	IL27RA	+	19	57.8983050847458	21456
ENSG00000105011	protein_coding	ASF1B	-	19	58.8893766461809	17101
ENSG00000105048	protein_coding	TNNT1	-	19	59.3124758594052	16508
ENSG00000105053	protein_coding	VRK3	-	19	54.4369230769231	49478
ENSG00000105058	protein_coding	FAM32A	+	19	52.814219212865	6666
ENSG00000105063	protein_coding	PPP6R1	-	19	61.690031152648	29238
ENSG00000105072	protein_coding	C19orf44	+	19	54.8117826470824	24958
ENSG00000105085	protein_coding	MED26	-	19	60.7182524990744	54155
ENSG00000105088	protein_coding	OLFM2	-	19	60.6895577221987	82797
ENSG00000105122	protein_coding	RASAL3	-	19	64.9355000837661	12920
ENSG00000105127	protein_coding	AKAP8	-	19	52.3071144972637	26430
ENSG00000105131	protein_coding	EPHX3	-	19	60.1609657947686	6516
ENSG00000105135	protein_coding	ILVBL	-	19	61.6475203138134	10802
ENSG00000105136	protein_coding	ZNF419	+	19	48.2134616652383	8387
ENSG00000105137	protein_coding	SYDE1	+	19	64.7973693565588	7584
ENSG00000105141	protein_coding	CASP14	+	19	48.5955056179775	8813
ENSG00000105143	protein_coding	SLC1A6	-	19	57.0262140094542	72957
ENSG00000105146	protein_coding	AURKC	+	19	54.1161528691837	4746
ENSG00000105171	protein_coding	POP4	+	19	52.3226965523141	10954
ENSG00000105173	protein_coding	CCNE1	+	19	50.4049493813273	12321
ENSG00000105176	protein_coding	URI1	+	19	42.8236362260725	92968
ENSG00000105185	protein_coding	PDCD5	+	19	42.6869752001562	6263
ENSG00000105186	protein_coding	ANKRD27	-	19	51.0401664266283	79591
ENSG00000105193	protein_coding	RPS16	-	19	52.4711946634324	2812
ENSG00000105197	protein_coding	TIMM50	+	19	54.6199119232827	13373
ENSG00000105198	protein_coding	LGALS13	+	19	46.2577962577963	4973
ENSG00000105202	protein_coding	FBL	-	19	56.3056463428378	11921
ENSG00000105204	protein_coding	DYRK1B	-	19	63.3423180592992	8851
ENSG00000105205	protein_coding	CLC	-	19	45.4833597464342	6774
ENSG00000105219	protein_coding	CCNP	-	19	64.0954404314431	4489
ENSG00000105220	protein_coding	GPI	+	19	56.3371920451172	42933
ENSG00000105221	protein_coding	AKT2	-	19	58.4547719722138	55219
ENSG00000105223	protein_coding	PLD3	+	19	61.8279569892473	31983
ENSG00000105227	protein_coding	PRX	-	19	62.945951047631	21027
ENSG00000105229	protein_coding	PIAS4	+	19	61.1042293399398	31650
ENSG00000105245	protein_coding	NUMBL	-	19	62.542492917847	25067
ENSG00000105246	protein_coding	EBI3	+	19	61.3621480026195	8005
ENSG00000105248	protein_coding	YJU2	+	19	59.0766472433886	22008
ENSG00000105251	protein_coding	SHD	+	19	65.3237410071942	11456
ENSG00000105254	protein_coding	TBCB	+	19	60.0341264574841	11658
ENSG00000105255	protein_coding	FSD1	+	19	60.5599689982562	19245
ENSG00000105258	protein_coding	POLR2I	-	19	60.9123649459784	1504
ENSG00000105261	protein_coding	OVOL3	+	19	65.1094890510949	2560
ENSG00000105270	protein_coding	CLIP3	-	19	61.0502405130946	18683
ENSG00000105278	protein_coding	ZFR2	-	19	62.8378378378378	65014
ENSG00000105281	protein_coding	SLC1A5	-	19	58.8315075639019	13711
ENSG00000105287	protein_coding	PRKD2	-	19	60.8257087145643	42852
ENSG00000105289	protein_coding	TJP3	+	19	62.6805619682079	42451
ENSG00000105290	protein_coding	APLP1	+	19	61.4282229540188	11893
ENSG00000105298	protein_coding	CACTIN	-	19	64.3193640200216	16170
ENSG00000105321	protein_coding	CCDC9	+	19	62.9311599476059	17721
ENSG00000105323	protein_coding	HNRNPUL1	+	19	55.8782998730039	45291
ENSG00000105325	protein_coding	FZR1	+	19	63.3954857703631	32023
ENSG00000105327	protein_coding	BBC3	-	19	64.4541010320478	11944
ENSG00000105329	protein_coding	TGFB1	-	19	62.555647155812	52335
ENSG00000105339	protein_coding	DENND3	+	8	54.7733910221741	78530
ENSG00000105341	protein_coding	DMAC2	-	19	54.8296452406041	9399
ENSG00000105352	protein_coding	CEACAM4	-	19	57.6879910213244	8103
ENSG00000105355	protein_coding	PLIN3	-	19	59.3295852339026	29353
ENSG00000105357	protein_coding	MYH14	+	19	62.8725615453557	122356
ENSG00000105364	protein_coding	MRPL4	+	19	63.1759297952361	8154
ENSG00000105366	protein_coding	SIGLEC8	-	19	55.2917125334172	7609
ENSG00000105369	protein_coding	CD79A	+	19	60.8025942440211	4093
ENSG00000105370	protein_coding	LIM2	-	19	58.203335126412	8065
ENSG00000105371	protein_coding	ICAM4	+	19	59.9325726141079	1567
ENSG00000105372	protein_coding	RPS19	+	19	56.9265831027185	12670
ENSG00000105373	protein_coding	NOP53	+	19	61.4277675054265	11512
ENSG00000105374	protein_coding	NKG7	-	19	58.6304271090717	1095
ENSG00000105376	protein_coding	ICAM5	+	19	67.4325545372402	6826
ENSG00000105379	protein_coding	ETFB	-	19	52.4751302700142	21219
ENSG00000105383	protein_coding	CD33	+	19	50.1181035937236	18796
ENSG00000105388	protein_coding	CEACAM5	+	19	51.167611730992	21848
ENSG00000105392	protein_coding	CRX	+	19	53.7921866922679	23551
ENSG00000105393	protein_coding	BABAM1	+	19	57.3490897476844	13873
ENSG00000105397	protein_coding	TYK2	-	19	61.017832097776	30043
ENSG00000105398	protein_coding	SULT2A1	-	19	43.5399159663866	15848
ENSG00000105401	protein_coding	CDC37	-	19	60.6827482231316	28988
ENSG00000105402	protein_coding	NAPA	-	19	58.0940433045256	27454
ENSG00000105404	protein_coding	RABAC1	-	19	63.254817987152	2640
ENSG00000105409	protein_coding	ATP1A3	-	19	59.4032549728752	30915
ENSG00000105419	protein_coding	MEIS3	-	19	62.574624993729	16403
ENSG00000105426	protein_coding	PTPRS	-	19	61.3014827018122	182308
ENSG00000105427	protein_coding	CNFN	-	19	62.2222222222222	3278
ENSG00000105428	protein_coding	ZNRF4	+	19	64.9305555555556	1439
ENSG00000105429	protein_coding	MEGF8	+	19	63.5104298101962	53160
ENSG00000105438	protein_coding	KDELR1	-	19	56.2328498627989	8976
ENSG00000105443	protein_coding	CYTH2	+	19	58.1887901376147	13106
ENSG00000105447	protein_coding	GRWD1	+	19	59.9112426035503	11181
ENSG00000105464	protein_coding	GRIN2D	+	19	69.0255851932499	51263
ENSG00000105467	protein_coding	SYNGR4	+	19	60.3429796355841	12010
ENSG00000105472	protein_coding	CLEC11A	+	19	68.0362708982715	2354
ENSG00000105479	protein_coding	ODAD1	-	19	60.1509295048776	25514
ENSG00000105483	protein_coding	CARD8	-	19	43.976368213501	75176
ENSG00000105486	protein_coding	LIG1	-	19	58.4028069333653	55158
ENSG00000105492	protein_coding	SIGLEC6	-	19	54.2486180743026	14037
ENSG00000105497	protein_coding	ZNF175	+	19	45.6762524133726	21227
ENSG00000105499	protein_coding	PLA2G4C	-	19	52.6466928304776	62974
ENSG00000105501	protein_coding	SIGLEC5	-	19	57.6694915254237	33618
ENSG00000105507	protein_coding	CABP5	-	19	50.2790697674419	14696
ENSG00000105509	protein_coding	HAS1	-	19	64.7777488952431	10879
ENSG00000105514	protein_coding	RAB3D	-	19	54.1828040278854	24202
ENSG00000105516	protein_coding	DBP	-	19	60.7142857142857	7349
ENSG00000105518	protein_coding	TMEM205	-	19	58.6108693932442	3742
ENSG00000105519	protein_coding	CAPS	+	19	63.9519100252085	3872
ENSG00000105520	protein_coding	PLPPR2	+	19	63.6403460738145	10312
ENSG00000105523	protein_coding	FAM83E	-	19	62.7437325905292	15115
ENSG00000105538	protein_coding	RASIP1	-	19	64.1034251175285	20025
ENSG00000105549	protein_coding	THEG	-	19	59.5222584147666	14279
ENSG00000105550	protein_coding	FGF21	+	19	57.1428571428571	2809
ENSG00000105552	protein_coding	BCAT2	-	19	60.7511911391622	15967
ENSG00000105556	protein_coding	MIER2	-	19	62.4768457263826	39242
ENSG00000105559	protein_coding	PLEKHA4	-	19	62.3155103844454	31520
ENSG00000105568	protein_coding	PPP2R1A	+	19	55.9917780061665	39470
ENSG00000105576	protein_coding	TNPO2	-	19	57.6612373571522	24810
ENSG00000105583	protein_coding	WDR83OS	-	19	56.0975609756098	1342
ENSG00000105605	protein_coding	CACNG7	+	19	61.7240668179006	34672
ENSG00000105607	protein_coding	GCDH	+	19	59.8680227630464	23047
ENSG00000105609	protein_coding	LILRB5	-	19	57.4011823345311	7880
ENSG00000105610	protein_coding	KLF1	-	19	65.7160570365778	2779
ENSG00000105612	protein_coding	DNASE2	-	19	56.0359485061938	6257
ENSG00000105613	protein_coding	MAST1	+	19	62.2588698086088	41001
ENSG00000105617	protein_coding	LENG1	-	19	61.9840695148443	4560
ENSG00000105618	protein_coding	PRPF31	+	19	58.5845460845461	16309
ENSG00000105619	protein_coding	TFPT	-	19	62.3175965665236	8637
ENSG00000105639	protein_coding	JAK3	-	19	60.7042612911457	23291
ENSG00000105640	protein_coding	RPL18A	+	19	59.2122395833333	4243
ENSG00000105641	protein_coding	SLC5A5	+	19	59.9712712473067	23229
ENSG00000105642	protein_coding	KCNN1	+	19	62.6971562591615	48792
ENSG00000105643	protein_coding	ARRDC2	+	19	61.5258657286676	12970
ENSG00000105647	protein_coding	PIK3R2	+	19	62.7661763193087	17369
ENSG00000105649	protein_coding	RAB3A	-	19	60.1911650736244	7258
ENSG00000105650	protein_coding	PDE4C	-	19	59.7773932195391	39548
ENSG00000105655	protein_coding	ISYNA1	-	19	64.2257861994178	3779
ENSG00000105656	protein_coding	ELL	-	19	60.2521739130435	79453
ENSG00000105662	protein_coding	CRTC1	+	19	63.058914900699	98655
ENSG00000105664	protein_coding	COMP	-	19	63.4565136244867	8532
ENSG00000105668	protein_coding	UPK1A	+	19	57.2337369177098	11967
ENSG00000105669	protein_coding	COPE	-	19	62.8069797501077	19873
ENSG00000105671	protein_coding	DDX49	+	19	61.3660477453581	9484
ENSG00000105672	protein_coding	ETV2	+	19	65.7796758650898	3126
ENSG00000105675	protein_coding	ATP4A	-	19	60.1752822341058	13627
ENSG00000105676	protein_coding	ARMC6	+	19	61.8204006059586	26736
ENSG00000105677	protein_coding	TMEM147	+	19	58.1546379120206	1926
ENSG00000105679	protein_coding	GAPDHS	+	19	57.3246092330062	11864
ENSG00000105694	processed_pseudogene	ELOCP28	+	19	46.0567823343849	642
ENSG00000105695	protein_coding	MAG	+	19	63.4944612286002	21682
ENSG00000105696	protein_coding	TMEM59L	+	19	63.9593181492623	13609
ENSG00000105697	protein_coding	HAMP	+	19	54.8343291689299	4427
ENSG00000105698	protein_coding	USF2	+	19	61.4913807625358	10859
ENSG00000105699	protein_coding	LSR	+	19	63.7220439146161	19634
ENSG00000105700	protein_coding	KXD1	+	19	57.0893945795859	11625
ENSG00000105701	protein_coding	FKBP8	-	19	64.9340156207918	12326
ENSG00000105705	protein_coding	SUGP1	-	19	57.1745327842889	44491
ENSG00000105707	protein_coding	HPN	+	19	63.3960705646351	26067
ENSG00000105708	protein_coding	ZNF14	-	19	40.6682416469794	22640
ENSG00000105711	protein_coding	SCN1B	+	19	56.9062917762732	9979
ENSG00000105717	protein_coding	PBX4	-	19	58.5921705568829	56986
ENSG00000105722	protein_coding	ERF	-	19	63.2329404917794	7559
ENSG00000105723	protein_coding	GSK3A	-	19	58.2805551812424	16400
ENSG00000105726	protein_coding	ATP13A1	-	19	61.96760203136	18478
ENSG00000105732	protein_coding	ZNF574	+	19	61.3066715812753	13075
ENSG00000105737	protein_coding	GRIK5	-	19	62.3472045955514	71177
ENSG00000105738	protein_coding	SIPA1L3	+	19	60.7073816854013	301161
ENSG00000105750	protein_coding	ZNF85	+	19	38.7090691974106	27475
ENSG00000105755	protein_coding	ETHE1	-	19	62.463768115942	20511
ENSG00000105767	protein_coding	CADM4	-	19	59.8153352067443	17482
ENSG00000105771	protein_coding	SMG9	-	19	57.421749983998	26979
ENSG00000105778	protein_coding	AVL9	+	7	43.2675536099046	93300
ENSG00000105784	protein_coding	RUNDC3B	+	7	41.5595246368754	204748
ENSG00000105792	protein_coding	CFAP69	+	7	38.0842881497046	65889
ENSG00000105793	protein_coding	GTPBP10	+	7	37.1814401580963	56230
ENSG00000105808	protein_coding	RASA4	-	7	62.6506024096386	42949
ENSG00000105810	protein_coding	CDK6	-	7	40.591247299784	231652
ENSG00000105819	protein_coding	PMPCB	+	7	41.7120033055575	32076
ENSG00000105821	protein_coding	DNAJC2	-	7	39.9186695799951	32541
ENSG00000105825	protein_coding	TFPI2	-	7	44.2199006679226	5357
ENSG00000105829	protein_coding	BET1	-	7	37.1726656233699	41620
ENSG00000105835	protein_coding	NAMPT	-	7	35.8026602595858	37668
ENSG00000105849	protein_coding	POLR1F	-	7	37.2916666666667	13576
ENSG00000105851	protein_coding	PIK3CG	+	7	44.3905777676382	43702
ENSG00000105852	protein_coding	PON3	-	7	43.963963963964	36503
ENSG00000105854	protein_coding	PON2	-	7	44.3558615691248	30467
ENSG00000105855	protein_coding	ITGB8	+	7	41.4665340343897	85052
ENSG00000105856	protein_coding	HBP1	+	7	42.6934716817985	33561
ENSG00000105865	protein_coding	DUS4L	+	7	41.4807909980691	15039
ENSG00000105866	protein_coding	SP4	+	7	38.471689059501	86779
ENSG00000105875	protein_coding	WDR91	-	7	52.0241016019628	27716
ENSG00000105877	protein_coding	DNAH11	+	7	44.743981010512	358800
ENSG00000105879	protein_coding	CBLL1	+	7	41.3289658399626	17718
ENSG00000105880	protein_coding	DLX5	-	7	57.175014068655	4554
ENSG00000105887	protein_coding	MTPN	-	7	41.6005149109633	50599
ENSG00000105889	protein_coding	STEAP1B	-	7	44.7995130487712	308169
ENSG00000105894	protein_coding	PTN	-	7	42.3888347938981	116433
ENSG00000105926	protein_coding	MPP6	+	7	38.3898723077766	120925
ENSG00000105928	protein_coding	GSDME	-	7	49.1009547811758	59585
ENSG00000105929	protein_coding	ATP6V0A4	-	7	48.8084821658346	93266
ENSG00000105939	protein_coding	ZC3HAV1	-	7	46.0698898994734	88607
ENSG00000105948	protein_coding	TTC26	+	7	41.4070599851888	58242
ENSG00000105953	protein_coding	OGDH	+	7	55.9850917885889	102494
ENSG00000105954	protein_coding	NPVF	-	7	36.4705882352941	3916
ENSG00000105963	protein_coding	ADAP1	-	7	63.6363636363636	57507
ENSG00000105967	protein_coding	TFEC	-	7	33.7650105957146	224748
ENSG00000105968	protein_coding	H2AZ2	-	7	45.4394079555967	21296
ENSG00000105971	protein_coding	CAV2	+	7	42.781168791926	221161
ENSG00000105974	protein_coding	CAV1	+	7	45.1657247594318	36185
ENSG00000105976	protein_coding	MET	+	7	44.0420060008573	126181
ENSG00000105982	protein_coding	RNF32	+	7	43.6642120765832	36849
ENSG00000105983	protein_coding	LMBR1	-	7	43.2920899976528	224270
ENSG00000105988	processed_pseudogene	NHP2P1	+	10	56.2770562770563	461
ENSG00000105989	protein_coding	WNT2	-	7	48.3643361128929	47701
ENSG00000105991	protein_coding	HOXA1	-	7	47.8833077429261	3007
ENSG00000105993	protein_coding	DNAJB6	+	7	49.2886511661755	82058
ENSG00000105996	protein_coding	HOXA2	-	7	51.2367491166078	2332
ENSG00000105997	protein_coding	HOXA3	-	7	55.9157816284703	46399
ENSG00000106003	protein_coding	LFNG	+	7	61.2305066335635	16648
ENSG00000106004	protein_coding	HOXA5	-	7	50.5752876438219	2629
ENSG00000106006	protein_coding	HOXA6	-	7	61.1758180809761	5207
ENSG00000106009	protein_coding	BRAT1	-	7	64.3049652741785	17884
ENSG00000106012	protein_coding	IQCE	+	7	59.0952257618924	55761
ENSG00000106013	protein_coding	ANKRD7	+	7	41.0521897299566	281502
ENSG00000106018	protein_coding	VIPR2	-	7	58.5628442663996	116692
ENSG00000106025	protein_coding	TSPAN12	-	7	44.5933517277624	71082
ENSG00000106028	protein_coding	SSBP1	+	7	41.8259629101284	49588
ENSG00000106031	protein_coding	HOXA13	-	7	43.1022765885151	6588
ENSG00000106034	protein_coding	CPED1	+	7	42.4017832265255	308745
ENSG00000106038	protein_coding	EVX1	+	7	63.9887023379884	7793
ENSG00000106049	protein_coding	HIBADH	-	7	44.9630411826822	137441
ENSG00000106052	protein_coding	TAX1BP1	+	7	40.6168158542782	105233
ENSG00000106066	protein_coding	CPVL	-	7	46.1038961038961	200216
ENSG00000106069	protein_coding	CHN2	+	7	45.3017996496257	367759
ENSG00000106070	protein_coding	GRB10	-	7	51.5072323851058	203399
ENSG00000106077	protein_coding	ABHD11	-	7	60.3036224259732	2758
ENSG00000106078	protein_coding	COBL	-	7	50.8533541734943	300606
ENSG00000106080	protein_coding	FKBP14	-	7	39.0182253558601	16115
ENSG00000106086	protein_coding	PLEKHA8	+	7	43.8615615206431	103079
ENSG00000106089	protein_coding	STX1A	-	7	60.7002360346184	20466
ENSG00000106100	protein_coding	NOD1	-	7	52.8963606598665	54257
ENSG00000106105	protein_coding	GARS1	+	7	44.526351008602	53500
ENSG00000106113	protein_coding	CRHR2	-	7	57.9694710685126	48187
ENSG00000106123	protein_coding	EPHB6	+	7	61.1980939414568	16033
ENSG00000106125	protein_coding	MINDY4	+	7	48.4193768478508	120970
ENSG00000106128	protein_coding	GHRHR	+	7	57.8310127129638	54585
ENSG00000106133	transcribed_unprocessed_pseudogene	NSUN5P2	-	7	59.5345248810595	7209
ENSG00000106144	protein_coding	CASP2	+	7	47.5962323732782	19481
